id_aluno,nome,curso,periodo,disciplinas_cursadas,areas_interesse,area_principal,area_BD,area_Estatística,area_Gestão,area_Hardware,area_IA,area_IoT,area_Programação,area_Segurança,area_UX,nivel,nivel_norm,tipo_artigo,tipo_livro,tipo_vídeo
2063,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded",Hardware,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1.0,0.5,0.5,0.5
2064,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics",Gestão,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.5,0.5,0.5,0.5
2065,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud",Programação,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.5,0.5,0.5,0.5
2066,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data",IA,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0.5,0.5,0.5,0.5
2067,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware",Hardware,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1.0,0.5,0.5,0.5
2068,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics",Gestão,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.5,0.5,0.5,0.5
2069,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA",Programação,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,1.0,0.5,0.5,0.5
2070,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning",IA,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.5,0.5,0.5
2071,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded",Hardware,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1.0,0.5,0.5,0.5
2072,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics",Gestão,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.5,0.5,0.5,0.5
2073,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud",Programação,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.5,0.5,0.5,0.5
2074,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data",IA,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0.5,0.5,0.5,0.5
2075,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware",Hardware,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1.0,0.5,0.5,0.5
2076,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics",Gestão,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.5,0.5,0.5,0.5
2077,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA",Programação,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,1.0,0.5,0.5,0.5
2078,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning",IA,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.5,0.5,0.5
2079,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded",Hardware,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1.0,0.5,0.5,0.5
2080,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics",Gestão,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.5,0.5,0.5,0.5
2081,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud",Programação,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.5,0.5,0.5,0.5
2082,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data",IA,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0.5,0.5,0.5,0.5
2083,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware",Hardware,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1.0,0.5,0.5,0.5
2084,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics",Gestão,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.5,0.5,0.5,0.5
2085,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA",Programação,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,1.0,0.5,0.5,0.5
2086,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning",IA,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.5,0.5,0.5
2087,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded",Hardware,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1.0,0.5,0.5,0.5
2088,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics",Gestão,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.5,0.5,0.5,0.5
2089,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud",Programação,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.5,0.5,0.5,0.5
2090,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data",IA,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0.5,0.5,0.5,0.5
2091,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware",Hardware,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1.0,0.5,0.5,0.5
2092,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics",Gestão,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.5,0.5,0.5,0.5
2093,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA",Programação,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,1.0,0.5,0.5,0.5
2094,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning",IA,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.5,0.5,0.5
2095,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded",Hardware,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1.0,0.5,0.5,0.5
2096,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics",Gestão,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.5,0.5,0.5,0.5
2097,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud",Programação,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.5,0.5,0.5,0.5
2098,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data",IA,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0.5,0.5,0.5,0.5
2099,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware",Hardware,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1.0,0.5,0.5,0.5
2100,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics",Gestão,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.5,0.5,0.5,0.5
2101,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA",Programação,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,1.0,0.5,0.5,0.5
2102,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning",IA,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.5,0.5,0.5
2103,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded",Hardware,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1.0,0.5,0.5,0.5
2104,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics",Gestão,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.5,0.5,0.5,0.5
2105,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud",Programação,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.5,0.5,0.5,0.5
2106,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data",IA,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0.5,0.5,0.5,0.5
2107,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware",Hardware,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1.0,0.5,0.5,0.5
2108,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics",Gestão,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.5,0.5,0.5,0.5
2109,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA",Programação,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,1.0,0.5,0.5,0.5
2110,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning",IA,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.5,0.5,0.5
2111,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded",Hardware,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1.0,0.5,0.5,0.5
2112,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics",Gestão,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.5,0.5,0.5,0.5
2113,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud",Programação,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.5,0.5,0.5,0.5
2114,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data",IA,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0.5,0.5,0.5,0.5
2115,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware",Hardware,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1.0,0.5,0.5,0.5
2116,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics",Gestão,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.5,0.5,0.5,0.5
2117,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA",Programação,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,1.0,0.5,0.5,0.5
2118,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning",IA,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.5,0.5,0.5
2119,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded",Hardware,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1.0,0.5,0.5,0.5
2120,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics",Gestão,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.5,0.5,0.5,0.5
2121,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud",Programação,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.5,0.5,0.5,0.5
2122,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data",IA,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0.5,0.5,0.5,0.5
2123,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware",Hardware,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1.0,0.5,0.5,0.5
2124,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics",Gestão,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.5,0.5,0.5,0.5
2125,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA",Programação,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,1.0,0.5,0.5,0.5
2126,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning",IA,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.5,0.5,0.5
2127,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded",Hardware,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1.0,0.5,0.5,0.5
2128,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics",Gestão,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.5,0.5,0.5,0.5
2129,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud",Programação,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.5,0.5,0.5,0.5
2130,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data",IA,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0.5,0.5,0.5,0.5
2131,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware",Hardware,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1.0,0.5,0.5,0.5
2132,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics",Gestão,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.5,0.5,0.5,0.5
2133,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA",Programação,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,1.0,0.5,0.5,0.5
2134,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning",IA,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.5,0.5,0.5
2135,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded",Hardware,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1.0,0.5,0.5,0.5
2136,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics",Gestão,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.5,0.5,0.5,0.5
2137,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud",Programação,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.5,0.5,0.5,0.5
2138,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data",IA,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0.5,0.5,0.5,0.5
2139,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware",Hardware,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1.0,0.5,0.5,0.5
2140,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics",Gestão,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.5,0.5,0.5,0.5
2141,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA",Programação,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,1.0,0.5,0.5,0.5
2142,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning",IA,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.5,0.5,0.5
2143,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded",Hardware,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1.0,0.5,0.5,0.5
2144,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics",Gestão,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.5,0.5,0.5,0.5
2145,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud",Programação,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.5,0.5,0.5,0.5
2146,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data",IA,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0.5,0.5,0.5,0.5
2147,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware",Hardware,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1.0,0.5,0.5,0.5
2148,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics",Gestão,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.5,0.5,0.5,0.5
2149,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA",Programação,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,1.0,0.5,0.5,0.5
2150,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning",IA,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.5,0.5,0.5
2151,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded",Hardware,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1.0,0.5,0.5,0.5
2152,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics",Gestão,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.5,0.5,0.5,0.5
2153,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud",Programação,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.5,0.5,0.5,0.5
2154,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data",IA,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0.5,0.5,0.5,0.5
2155,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware",Hardware,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1.0,0.5,0.5,0.5
2156,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics",Gestão,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.5,0.5,0.5,0.5
2157,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA",Programação,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,1.0,0.5,0.5,0.5
2158,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning",IA,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.5,0.5,0.5
2159,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded",Hardware,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1.0,0.5,0.5,0.5
2160,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics",Gestão,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.5,0.5,0.5,0.5
2161,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud",Programação,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.5,0.5,0.5,0.5
2162,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data",IA,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0.5,0.5,0.5,0.5
2163,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware",Hardware,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1.0,0.5,0.5,0.5
2164,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics",Gestão,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.5,0.5,0.5,0.5
2165,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA",Programação,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,1.0,0.5,0.5,0.5
2166,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning",IA,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.5,0.5,0.5
2167,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded",Hardware,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1.0,0.5,0.5,0.5
2168,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics",Gestão,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.5,0.5,0.5,0.5
2169,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud",Programação,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.5,0.5,0.5,0.5
2170,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data",IA,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0.5,0.5,0.5,0.5
2171,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware",Hardware,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1.0,0.5,0.5,0.5
2172,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics",Gestão,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.5,0.5,0.5,0.5
2173,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA",Programação,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,1.0,0.5,0.5,0.5
2174,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning",IA,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.5,0.5,0.5
2175,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded",Hardware,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1.0,0.5,0.5,0.5
2176,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics",Gestão,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.5,0.5,0.5,0.5
2177,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud",Programação,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.5,0.5,0.5,0.5
2178,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data",IA,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0.5,0.5,0.5,0.5
2179,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware",Hardware,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1.0,0.5,0.5,0.5
2180,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics",Gestão,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.5,0.5,0.5,0.5
2181,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA",Programação,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,1.0,0.5,0.5,0.5
2182,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning",IA,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.5,0.5,0.5
2183,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded",Hardware,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1.0,0.5,0.5,0.5
2184,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics",Gestão,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.5,0.5,0.5,0.5
2185,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud",Programação,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.5,0.5,0.5,0.5
2186,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data",IA,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0.5,0.5,0.5,0.5
2187,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware",Hardware,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1.0,0.5,0.5,0.5
2188,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics",Gestão,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.5,0.5,0.5,0.5
2189,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA",Programação,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,1.0,0.5,0.5,0.5
2190,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning",IA,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.5,0.5,0.5
2191,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded",Hardware,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1.0,0.5,0.5,0.5
2192,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics",Gestão,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.5,0.5,0.5,0.5
2193,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud",Programação,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.5,0.5,0.5,0.5
2194,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data",IA,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0.5,0.5,0.5,0.5
2195,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware",Hardware,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1.0,0.5,0.5,0.5
